year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_date,death_city,death_country,imageUrl,imageName
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,380,Individual,François Jacob,1920-06-17,Nancy,France,Male,Institut Pasteur,Paris,France,2013-04-19,Paris,France,https://upload.wikimedia.org/wikipedia/commons/8/8b/Fran%C3%A7ois_Jacob_nobel.jpg,François_Jacob_nobel.jpg
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1/3,382,Individual,Jacques Monod,1910-02-09,Paris,France,Male,Institut Pasteur,Paris,France,1976-05-31,Cannes,France,https://upload.wikimedia.org/wikipedia/commons/7/70/Jacques_Monod_nobel.jpg,Jacques_Monod_nobel.jpg
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1/3,85,Individual,Julian Schwinger,1918-02-12,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1994-07-16,"Los Angeles, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/3/3c/Schwinger.jpg,Schwinger.jpg
1966,Chemistry,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1/1,232,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1986-10-31,"Arlington, VA",United States of America,https://upload.wikimedia.org/wikipedia/commons/6/6a/Mulliken%2CRobert_1929_Chicago.jpg,"Mulliken,Robert_1929_Chicago.jpg"
1966,Literature,The Nobel Prize in Literature 1966,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",1/2,639,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,NA,NA,NA,1970-02-17,Rehovot,Israel,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/%D7%A4%D7%95%D7%A8%D7%98%D7%A8%D7%98_%D7%A9%22%D7%99_%D7%A2%D7%92%D7%A0%D7%95%D7%9F_%28cropped%29.jpg/300px-%D7%A4%D7%95%D7%A8%D7%98%D7%A8%D7%98_%D7%A9%22%D7%99_%D7%A2%D7%92%D7%A0%D7%95%D7%9F_%28cropped%29.jpg,"פורטרט_ש""י_עגנון_(cropped).jpg"
1966,Literature,The Nobel Prize in Literature 1966,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength""",1/2,640,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Female,NA,NA,NA,1970-05-12,Stockholm,Sweden,https://upload.wikimedia.org/wikipedia/commons/a/a4/Nelly_Sachs_1966.jpg,Nelly_Sachs_1966.jpg
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",1/2,384,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",United States of America,1997-01-12,"Chicago, IL",United States of America,https://upload.wikimedia.org/wikipedia/en/2/2f/Charles_Brenton_Huggins_nobel.jpg,Charles_Brenton_Huggins_nobel.jpg
1966,Physics,The Nobel Prize in Physics 1966,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1/1,87,Individual,Alfred Kastler,1902-05-03,Guebwiller,Germany (France),Male,École Normale Supérieure,Paris,France,1984-01-07,Bandol,France,https://upload.wikimedia.org/wikipedia/commons/b/b6/Kastler.jpg,Kastler.jpg
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1/2,233,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,Male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Federal Republic of Germany,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Eigen%2CManfred_1996_G%C3%B6ttingen.jpg/300px-Eigen%2CManfred_1996_G%C3%B6ttingen.jpg,"Eigen,Manfred_1996_Göttingen.jpg"
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1/4,234,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,1978-06-07,Cambridge,United Kingdom,https://upload.wikimedia.org/wikipedia/en/4/44/Ronald_George_Wreyford_Norrish.jpg,Ronald_George_Wreyford_Norrish.jpg
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1/4,235,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,2002-08-31,Canterbury,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/George_Porter_Nobel.jpg/300px-George_Porter_Nobel.jpg,George_Porter_Nobel.jpg
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1/3,385,Individual,Ragnar Granit,1900-10-30,Helsinki,Russian Empire (Finland),Male,Karolinska Institutet,Stockholm,Sweden,1991-03-12,Stockholm,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Ragnar_Granit.jpg/300px-Ragnar_Granit.jpg,Ragnar_Granit.jpg
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1/3,386,Individual,Haldan Keffer Hartline,1903-12-22,"Bloomsburg, PA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,1983-03-17,"Fallston, MD",United States of America,https://upload.wikimedia.org/wikipedia/commons/6/65/Haldan_Keffer_Hartline_nobel.jpg,Haldan_Keffer_Hartline_nobel.jpg
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1/3,387,Individual,George Wald,1906-11-18,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1997-04-12,"Cambridge, MA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/George_Wald_1987.jpg/300px-George_Wald_1987.jpg,George_Wald_1987.jpg
1968,Literature,The Nobel Prize in Literature 1968,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",1/1,642,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Male,NA,NA,NA,1972-04-16,Zushi,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Yasunari_Kawabata_1938.jpg/300px-Yasunari_Kawabata_1938.jpg,Yasunari_Kawabata_1938.jpg
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",1/3,388,Individual,Robert W. Holley,1922-01-28,"Urbana, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,1993-02-11,"Los Gatos, CA",United States of America,https://upload.wikimedia.org/wikipedia/en/8/88/Robert_W._Holley_nobel.jpg,Robert_W._Holley_nobel.jpg
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",1/3,389,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,Male,University of Wisconsin,"Madison, WI",United States of America,2011-11-09,"Concord, MA",United States of America,https://upload.wikimedia.org/wikipedia/en/d/d9/Har_Gobind_Khorana_nobel.jpg,Har_Gobind_Khorana_nobel.jpg
1968,Peace,The Nobel Peace Prize 1968,NA,1/1,526,Individual,René Cassin,1887-10-05,Bayonne,France,Male,NA,NA,NA,1976-02-20,Paris,France,https://upload.wikimedia.org/wikipedia/commons/d/d3/Ren%C3%A9_Cassin_nobel.jpg,René_Cassin_nobel.jpg
1968,Physics,The Nobel Prize in Physics 1968,"""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1/1,89,Individual,Luis Walter Alvarez,1911-06-13,"San Francisco, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America,1988-09-01,"Berkeley, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Luis_Alvarez_with_a_magnetic_monopole_detector_-_Restoration.jpg/300px-Luis_Alvarez_with_a_magnetic_monopole_detector_-_Restoration.jpg,Luis_Alvarez_with_a_magnetic_monopole_detector_-_Restoration.jpg
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1/2,238,Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Male,University of Oslo,Oslo,Norway,1981-05-11,Oslo,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Odd_Hassel.jpg/300px-Odd_Hassel.jpg,Odd_Hassel.jpg
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",1/2,677,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Male,University of Oslo,Oslo,Norway,1973-01-31,Oslo,Norway,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Uio_frisch_2006_0025.jpg/300px-Uio_frisch_2006_0025.jpg,Uio_frisch_2006_0025.jpg
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",1/2,678,Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Male,The Netherlands School of Economics,Rotterdam,Netherlands,1994-06-09,the Hague,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Jan_Tinbergen_1982.jpg/300px-Jan_Tinbergen_1982.jpg,Jan_Tinbergen_1982.jpg
1969,Literature,The Nobel Prize in Literature 1969,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",1/1,643,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Male,NA,NA,NA,1989-12-22,Paris,France,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Samuel_Beckett%2C_Pic%2C_1_%28cropped%29.jpg/300px-Samuel_Beckett%2C_Pic%2C_1_%28cropped%29.jpg,"Samuel_Beckett,_Pic,_1_(cropped).jpg"
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",1/3,391,Individual,Max Delbrück,1906-09-04,Berlin,Germany,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1981-03-09,"Pasadena, CA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Maxdelbr%C3%BCck-cr.jpg/300px-Maxdelbr%C3%BCck-cr.jpg,Maxdelbrück-cr.jpg
1969,Physics,The Nobel Prize in Physics 1969,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",1/1,90,Individual,Murray Gell-Mann,1929-09-15,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/MurrayGellMannJI1.jpg/300px-MurrayGellMannJI1.jpg,MurrayGellMannJI1.jpg
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",1/3,395,Individual,Ulf von Euler,1905-02-07,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,1983-03-09,Stockholm,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Ulf_von_Euler.jpg/300px-Ulf_von_Euler.jpg,Ulf_von_Euler.jpg
1970,Medicine,The Nobel Prize in Physiology or Medicine 1970,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",1/3,396,Individual,Julius Axelrod,1912-05-30,"New York, NY",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,2004-12-29,"Rockville, MD",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Axelrod01.jpg/300px-Axelrod01.jpg,Axelrod01.jpg
1971,Chemistry,The Nobel Prize in Chemistry 1971,"""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""",1/1,240,Individual,Gerhard Herzberg,1904-12-25,Hamburg,Germany,Male,National Research Council of Canada,Ottawa,Canada,1999-03-03,Ottawa,Canada,https://upload.wikimedia.org/wikipedia/commons/4/4f/Herzberg%2CGerhard_1952_London.jpg,"Herzberg,Gerhard_1952_London.jpg"
1971,Economics,The Sveriges Riksbank Prize in Economic Sciences 1971,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",1/1,680,Individual,Simon Kuznets,1901-04-30,Pinsk,Russian Empire (Belarus),Male,Harvard University,"Cambridge, MA",United States of America,1985-07-08,"Cambridge, MA",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Simon_Kuznets_1971b.jpg/300px-Simon_Kuznets_1971b.jpg,Simon_Kuznets_1971b.jpg
1971,Literature,The Nobel Prize in Literature 1971,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",1/1,645,Individual,Pablo Neruda,1904-07-12,Parral,Chile,Male,NA,NA,NA,1973-09-23,Santiago,Chile,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Pablo_Neruda_1963.jpg/300px-Pablo_Neruda_1963.jpg,Pablo_Neruda_1963.jpg
1971,Peace,The Nobel Peace Prize 1971,NA,1/1,529,Individual,Willy Brandt,1913-12-18,Lübeck,Germany,Male,NA,NA,NA,1992-10-08,Unkel,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Bundesarchiv_B_145_Bild-F057884-0009%2C_Willy_Brandt.jpg/300px-Bundesarchiv_B_145_Bild-F057884-0009%2C_Willy_Brandt.jpg,"Bundesarchiv_B_145_Bild-F057884-0009,_Willy_Brandt.jpg"
1971,Physics,The Nobel Prize in Physics 1971,"""for his invention and development of the holographic method""",1/1,93,Individual,Dennis Gabor,1900-06-05,Budapest,Hungary,Male,Imperial College,London,United Kingdom,1979-02-08,London,United Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Dennis_Gabor_1971b.jpg/300px-Dennis_Gabor_1971b.jpg,Dennis_Gabor_1971b.jpg
1972,Chemistry,The Nobel Prize in Chemistry 1972,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",1/2,241,Individual,Christian B. Anfinsen,1916-03-26,"Monessen, PA",United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,1995-05-14,"Randallstown, MD",United States of America,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg/300px-Christian_B._Anfinsen%2C_NIH_portrait%2C_1969.jpg,"Christian_B._Anfinsen,_NIH_portrait,_1969.jpg"
1972,Literature,The Nobel Prize in Literature 1972,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",1/1,647,Individual,Heinrich Böll,1917-12-21,Cologne,Germany,Male,NA,NA,NA,1985-07-16,Bornheim-Merten,West Germany (Germany),https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Bundesarchiv_B_145_Bild-F062164-0004%2C_Bonn%2C_Heinrich_B%C3%B6ll.jpg/300px-Bundesarchiv_B_145_Bild-F062164-0004%2C_Bonn%2C_Heinrich_B%C3%B6ll.jpg,"Bundesarchiv_B_145_Bild-F062164-0004,_Bonn,_Heinrich_Böll.jpg"
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,66,Individual,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,1991-01-30,"Boston, MA",United States of America,https://upload.wikimedia.org/wikipedia/commons/4/4a/Bardeen.jpg,Bardeen.jpg
1972,Physics,The Nobel Prize in Physics 1972,"""for their jointly developed theory of superconductivity, usually called the BCS-theory""",1/3,96,Individual,John Robert Schrieffer,1931-05-31,"Oak Park, IL",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/John_Robert_Schrieffer_1972.jpg/300px-John_Robert_Schrieffer_1972.jpg,John_Robert_Schrieffer_1972.jpg
